id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup,league,season,jornada,fecha_descarga
8230,German Valera,9,697,1,0.7779791131615639,1,1.3461952097713947,8,12,1,0,D F M S,Elche,1,0.7779791131615639,3.1141885221004486,2.196907952427864,La-Liga,2025-2026,Jornada_10,2025-10-30 16:00:57
8292,Dani Olmo,8,473,1,1.8879101481288671,2,1.7116016205400229,20,13,0,0,M S,Barcelona,1,1.8879101481288671,6.961017221212387,4.087579280138016,La-Liga,2025-2026,Jornada_10,2025-10-30 16:00:57
8417,Álex Baena,5,216,1,0.0905135180801153,1,1.0300677716732023,2,7,1,0,M S,Atletico Madrid,1,0.0905135180801153,1.6262764930725098,0.6624509692192078,La-Liga,2025-2026,Jornada_10,2025-10-30 16:00:57
8733,Alfonso Espino,7,112,1,0.9092073440551758,0,0.4356848262250423,2,2,0,0,D S,Rayo Vallecano,1,0.9092073440551758,1.359818272292614,0.0486516281962394,La-Liga,2025-2026,Jornada_10,2025-10-30 16:00:57
8765,Roberto Navarro,9,315,1,0.3666144460439682,0,0.279833372682333,4,6,1,0,M S,Athletic Club,1,0.3666144460439682,0.809299822896719,0.2037190683186054,La-Liga,2025-2026,Jornada_10,2025-10-30 16:00:57
8824,Jude Bellingham,6,299,1,2.5383001267910004,1,0.834106020629406,12,7,0,0,M S,Real Madrid,1,2.5383001267910004,3.311157263815403,1.0540013387799263,La-Liga,2025-2026,Jornada_10,2025-10-30 16:00:57
8948,Aitor Paredes,7,545,1,0.8103449605405331,0,0.0,4,0,1,0,D S,Athletic Club,1,0.8103449605405331,0.3904898725450039,0.3904898725450039,La-Liga,2025-2026,Jornada_10,2025-10-30 16:00:57
9040,Conor Gallagher,10,281,1,0.5568617498502135,0,0.4070146381855011,4,2,1,0,M S,Atletico Madrid,1,0.5568617498502135,3.0385861843824387,2.0747099071741104,La-Liga,2025-2026,Jornada_10,2025-10-30 16:00:57
9199,John Donald,6,160,1,0.6768144369125366,0,0.0,3,0,1,0,D M S,Elche,1,0.6768144369125366,2.6317308247089386,1.954916387796402,La-Liga,2025-2026,Jornada_10,2025-10-30 16:00:57
9211,Nico Williams,6,426,1,1.6457044892013073,1,0.9027917236089706,10,7,0,0,M S,Athletic Club,0,0.9024268202483654,1.9843286499381063,0.3658572621643543,La-Liga,2025-2026,Jornada_10,2025-10-30 16:00:57
9218,Juan Iglesias,9,731,1,0.5674382755532861,0,0.0,3,0,0,0,D M S,Getafe,1,0.5674382755532861,1.4876926019787788,1.4433166198432446,La-Liga,2025-2026,Jornada_10,2025-10-30 16:00:57
9241,Alfon,4,175,1,0.5529619604349136,0,0.1707763820886612,5,3,0,0,D M S,Sevilla,1,0.5529619604349136,0.92110088840127,0.1973625309765339,La-Liga,2025-2026,Jornada_10,2025-10-30 16:00:57
9809,José Ángel Carmona,9,734,1,0.4646950159221887,3,1.128765344619751,6,6,4,0,D S,Sevilla,1,0.4646950159221887,3.3969912007451057,2.436026196926832,La-Liga,2025-2026,Jornada_10,2025-10-30 16:00:57
9812,Isi Palazón,10,701,1,1.5860947454348209,2,1.62734941765666,12,14,4,0,F M S,Rayo Vallecano,0,0.8428171314299107,3.95290394872427,2.133681740611792,La-Liga,2025-2026,Jornada_10,2025-10-30 16:00:57
10078,Hugo Álvarez,7,336,1,0.0516532696783542,0,0.1992269344627857,1,6,0,0,D F S,Celta Vigo,1,0.0516532696783542,1.3019337356090546,1.1027067601680756,La-Liga,2025-2026,Jornada_10,2025-10-30 16:00:57
10200,Rafa Marín,8,720,1,0.1847507283091545,0,0.0616983249783515,3,1,1,0,D,Villarreal,1,0.1847507283091545,3.9236823990941048,3.9236823990941048,La-Liga,2025-2026,Jornada_10,2025-10-30 16:00:57
10273,Iker Benito,5,147,1,0.3859800510108471,0,0.1449243836104869,2,2,1,0,M S,Osasuna,1,0.3859800510108471,0.672303281724453,0.2468011081218719,La-Liga,2025-2026,Jornada_10,2025-10-30 16:00:57
10364,Nahuel Tenaglia,9,810,1,0.8781758276745677,0,0.019095754250884,8,1,1,0,D,Alaves,1,0.8781758276745677,0.8015267960727215,0.7660221830010414,La-Liga,2025-2026,Jornada_10,2025-10-30 16:00:57
10388,Luka Ilic,9,514,1,1.162211550399661,0,0.0591045543551445,4,1,2,1,F M S,Real Oviedo,1,1.162211550399661,1.0812596678733826,0.4379870444536209,La-Liga,2025-2026,Jornada_10,2025-10-30 16:00:57
10494,Pablo Barrios Rivas,10,801,1,0.6603012047708035,0,0.480751134455204,11,7,0,0,M S,Atletico Madrid,1,0.6603012047708035,6.0204251408576965,5.1605705469846725,La-Liga,2025-2026,Jornada_10,2025-10-30 16:00:57
